"DIAG","DIAG_DESC","DIAG_C","DIAG_5"
795.30,"POSITIVE CULTURE FINDING","795.3","7953"
795.40,"ABN HISTOLOGIC FIND NEC","795.4","7954"
795.50,"TUBERCULIN TEST REACTION","795.5","7955"
795.60,"FALSE POS SERO TEST-SYPH","795.6","7956"
795.70,"IMMUNOLOGICAL FIND NEC","795.7","7957"
795.80,"POSITIVE HIV FINDING","795.8","7958"
796.00,"ABN TOXICOLOGIC FINDING","796.0","7960"
796.10,"ABNORMAL REFLEX","796.1","7961"
796.20,"ELEV BL PRES W/O HYPERTN","796.2","7962"
796.30,"LOW BLOOD PRESS READING","796.3","7963"
796.40,"ABN CLINICAL FINDING NEC","796.4","7964"
796.90,"ABNORMAL FINDINGS NEC","796.9","7969"
797.00,"SENILITY W/O PSYCHOSIS","797","797"
798.00,"SUDDEN INFANT DEATH SYND","798.0","7980"
798.10,"INSTANTANEOUS DEATH","798.1","7981"
798.20,"DEATH WITHIN 24 HR SYMPT","798.2","7982"
798.90,"UNATTENDED DEATH","798.9","7989"
799.00,"ASPHYXIA","799.0","7990"
799.10,"RESPIRATORY ARREST","799.1","7991"
799.20,"NERVOUSNESS","799.2","7992"
799.30,"DEBILITY NOS","799.3","7993"
799.40,"CACHEXIA","799.4","7994"
799.80,"ILL-DEFINE CONDITION NEC","799.8","7998"
799.90,"UNKN CAUSE MORB/MORT NEC","799.9","7999"
800.00,"CLOSED SKULL VAULT FX","800.00","80000"
800.01,"CL SKULL VLT FX W/O COMA","800.01","80001"
800.02,"CL SKULL VLT FX-BRF COMA","800.02","80002"
800.03,"CL SKULL VLT FX-MOD COMA","800.03","80003"
800.04,"CL SKL VLT FX-PROLN COMA","800.04","80004"
800.05,"CL SKUL VLT FX-DEEP COMA","800.05","80005"
800.06,"CL SKULL VLT FX-COMA NOS","800.06","80006"
800.09,"CL SKL VLT FX-CONCUS NOS","800.09","80009"
800.10,"CL SKL VLT FX/CEREBR LAC","800.10","80010"
800.11,"CL SKULL VLT FX W/O COMA","800.11","80011"
800.12,"CL SKULL VLT FX-BRF COMA","800.12","80012"
800.13,"CL SKULL VLT FX-MOD COMA","800.13","80013"
800.14,"CL SKL VLT FX-PROLN COMA","800.14","80014"
800.15,"CL SKUL VLT FX-DEEP COMA","800.15","80015"
800.16,"CL SKULL VLT FX-COMA NOS","800.16","80016"
800.19,"CL SKL VLT FX-CONCUS NOS","800.19","80019"
800.20,"CL SKL VLT FX/MENING HEM","800.20","80020"
800.21,"CL SKULL VLT FX-W/O COMA","800.21","80021"
800.22,"CL SKULL VLT FX-BRF COMA","800.22","80022"
800.23,"CL SKULL VLT FX-MOD COMA","800.23","80023"
800.24,"CL SKL VLT FX-PROLN COMA","800.24","80024"
800.25,"CL SKUL VLT FX-DEEP COMA","800.25","80025"
800.26,"CL SKULL VLT FX-COMA NOS","800.26","80026"
800.29,"CL SKL VLT FX-CONCUS NOS","800.29","80029"
800.30,"CL SKULL VLT FX/HEM NEC","800.30","80030"
800.31,"CL SKULL VLT FX W/O COMA","800.31","80031"
800.32,"CL SKULL VLT FX-BRF COMA","800.32","80032"
800.33,"CL SKULL VLT FX-MOD COMA","800.33","80033"
800.34,"CL SKL VLT FX-PROLN COMA","800.34","80034"
800.35,"CL SKUL VLT FX-DEEP COMA","800.35","80035"
800.36,"CL SKULL VLT FX-COMA NOS","800.36","80036"
800.39,"CL SKL VLT FX-CONCUS NOS","800.39","80039"
800.40,"CL SKL VLT FX/BR INJ NEC","800.40","80040"
800.41,"CL SKULL VLT FX W/O COMA","800.41","80041"
800.42,"CL SKULL VLT FX-BRF COMA","800.42","80042"
800.43,"CL SKULL VLT FX-MOD COMA","800.43","80043"
800.44,"CL SKL VLT FX-PROLN COMA","800.44","80044"
800.45,"CL SKUL VLT FX-DEEP COMA","800.45","80045"
800.46,"CL SKULL VLT FX-COMA NOS","800.46","80046"
800.49,"CL SKL VLT FX-CONCUS NOS","800.49","80049"
800.50,"OPN SKULL VAULT FRACTURE","800.50","80050"
800.51,"OPN SKUL VLT FX W/O COMA","800.51","80051"
800.52,"OPN SKUL VLT FX-BRF COMA","800.52","80052"
800.53,"OPN SKUL VLT FX-MOD COMA","800.53","80053"
800.54,"OPN SKL VLT FX-PROLN COM","800.54","80054"
800.55,"OPN SKL VLT FX-DEEP COMA","800.55","80055"
800.56,"OPN SKUL VLT FX-COMA NOS","800.56","80056"
800.59,"OP SKL VLT FX-CONCUS NOS","800.59","80059"
800.60,"OPN SKL VLT FX/CEREB LAC","800.60","80060"
800.61,"OPN SKUL VLT FX W/O COMA","800.61","80061"
800.62,"OPN SKUL VLT FX-BRF COMA","800.62","80062"
800.63,"OPN SKUL VLT FX-MOD COMA","800.63","80063"
800.64,"OPN SKL VLT FX-PROLN COM","800.64","80064"
800.65,"OPN SKL VLT FX-DEEP COMA","800.65","80065"
800.66,"OPN SKUL VLT FX-COMA NOS","800.66","80066"
800.69,"OP SKL VLT FX-CONCUS NOS","800.69","80069"
800.70,"OPN SKL VLT FX/MENIN HEM","800.70","80070"
800.71,"OPN SKUL VLT FX W/O COMA","800.71","80071"
800.72,"OPN SKUL VLT FX-BRF COMA","800.72","80072"
800.73,"OPN SKUL VLT FX-MOD COMA","800.73","80073"
800.74,"OPN SKL VLT FX-PROLN COM","800.74","80074"
800.75,"OPN SKL VLT FX-DEEP COMA","800.75","80075"
800.76,"OPN SKUL VLT FX-COMA NOS","800.76","80076"
800.79,"OP SKL VLT FX-CONCUS NOS","800.79","80079"
800.80,"OPN SKULL VLT FX/HEM NEC","800.80","80080"
800.81,"OPN SKUL VLT FX W/O COMA","800.81","80081"
800.82,"OPN SKUL VLT FX-BRF COMA","800.82","80082"
800.83,"OPN SKUL VLT FX-MOD COMA","800.83","80083"
800.84,"OPN SKL VLT FX-PROLN COM","800.84","80084"
800.85,"OPN SKL VLT FX-DEEP COMA","800.85","80085"
800.86,"OPN SKUL VLT FX-COMA NOS","800.86","80086"
800.89,"OP SKL VLT FX-CONCUS NOS","800.89","80089"
800.90,"OP SKL VLT FX/BR INJ NEC","800.90","80090"
800.91,"OPN SKUL VLT FX W/O COMA","800.91","80091"
800.92,"OPN SKUL VLT FX-BRF COMA","800.92","80092"
800.93,"OPN SKUL VLT FX-MOD COMA","800.93","80093"
800.94,"OPN SKL VLT FX-PROLN COM","800.94","80094"
800.95,"OP SKUL VLT FX-DEEP COMA","800.95","80095"
800.96,"OPN SKUL VOT FX-COMA NOS","800.96","80096"
800.99,"OP SKL VLT FX-CONCUS NOS","800.99","80099"
801.00,"CLOS SKULL BASE FRACTURE","801.00","80100"
801.01,"CL SKUL BASE FX W/O COMA","801.01","80101"
801.02,"CL SKUL BASE FX-BRF COMA","801.02","80102"
801.03,"CL SKUL BASE FX-MOD COMA","801.03","80103"
801.04,"CL SKL BASE FX-PROL COMA","801.04","80104"
801.05,"CL SKL BASE FX-DEEP COMA","801.05","80105"
801.06,"CL SKUL BASE FX-COMA NOS","801.06","80106"
801.09,"CL SKULL BASE FX-CONCUSS","801.09","80109"
801.10,"CL SKL BASE FX/CEREB LAC","801.10","80110"
801.11,"CL SKUL BASE FX W/O COMA","801.11","80111"
801.12,"CL SKUL BASE FX-BRF COMA","801.12","80112"
801.13,"CL SKUL BASE FX-MOD COMA","801.13","80113"
801.14,"CL SKL BASE FX-PROL COMA","801.14","80114"
801.15,"CL SKL BASE FX-DEEP COMA","801.15","80115"
801.16,"CL SKUL BASE FX-COMA NOS","801.16","80116"
801.19,"CL SKULL BASE FX-CONCUSS","801.19","80119"
801.20,"CL SKL BASE FX/MENIN HEM","801.20","80120"
801.21,"CL SKUL BASE FX W/O COMA","801.21","80121"
801.22,"CL SKUL BASE FX/BRF COMA","801.22","80122"
801.23,"CL SKUL BASE FX-MOD COMA","801.23","80123"
801.24,"CL SKL BASE FX-PROL COMA","801.24","80124"
801.25,"CL SKL BASE FX-DEEP COMA","801.25","80125"
801.26,"CL SKUL BASE FX-COMA NOS","801.26","80126"
801.29,"CL SKULL BASE FX-CONCUSS","801.29","80129"
801.30,"CL SKULL BASE FX/HEM NEC","801.30","80130"
801.31,"CL SKUL BASE FX W/O COMA","801.31","80131"
801.32,"CL SKUL BASE FX-BRF COMA","801.32","80132"
801.33,"CL SKUL BASE FX-MOD COMA","801.33","80133"
801.34,"CL SKL BASE FX-PROL COMA","801.34","80134"
801.35,"CL SKL BASE FX-DEEP COMA","801.35","80135"
801.36,"CL SKUL BASE FX-COMA NOS","801.36","80136"
801.39,"CL SKULL BASE FX-CONCUSS","801.39","80139"
801.40,"CL SK BASE FX/BR INJ NEC","801.40","80140"
801.41,"CL SKUL BASE FX W/O COMA","801.41","80141"
801.42,"CL SKUL BASE FX-BRF COMA","801.42","80142"
801.43,"CL SKUL BASE FX-MOD COMA","801.43","80143"
801.44,"CL SKL BASE FX-PROL COMA","801.44","80144"
801.45,"CL SKL BASE FX-DEEP COMA","801.45","80145"
801.46,"CL SKUL BASE FX-COMA NOS","801.46","80146"
801.49,"CL SKULL BASE FX-CONCUSS","801.49","80149"
801.50,"OPEN SKULL BASE FRACTURE","801.50","80150"
801.51,"OPN SKL BASE FX W/O COMA","801.51","80151"
801.52,"OPN SKL BASE FX-BRF COMA","801.52","80152"
801.53,"OPN SKL BASE FX-MOD COMA","801.53","80153"
801.54,"OP SKL BASE FX-PROL COMA","801.54","80154"
801.55,"OP SKL BASE FX-DEEP COMA","801.55","80155"
801.56,"OPN SKL BASE FX-COMA NOS","801.56","80156"
801.59,"OPN SKUL BASE FX-CONCUSS","801.59","80159"
801.60,"OP SKL BASE FX/CEREB LAC","801.60","80160"
801.61,"OPN SKL BASE FX W/O COMA","801.61","80161"
801.62,"OPN SKL BASE FX-BRF COMA","801.62","80162"
801.63,"OPN SKL BASE FX-MOD COMA","801.63","80163"
801.64,"OP SKL BASE FX-PROL COMA","801.64","80164"
801.65,"OP SKL BASE FX-DEEP COMA","801.65","80165"
801.66,"OPN SKL BASE FX-COMA NOS","801.66","80166"
801.69,"OPN SKUL BASE FX-CONCUSS","801.69","80169"
801.70,"OP SKL BASE FX/MENIN HEM","801.70","80170"
801.71,"OPN SKL BASE FX W/O COMA","801.71","80171"
801.72,"OPN SKL BASE FX-BRF COMA","801.72","80172"
801.73,"OPN SKL BASE FX-MOD COMA","801.73","80173"
801.74,"OP SKL BASE FX-PROL COMA","801.74","80174"
801.75,"OP SKL BASE FX-DEEP COMA","801.75","80175"
801.76,"OPN SKL BASE FX-COMA NOS","801.76","80176"
801.79,"OPN SKUL BASE FX-CONCUSS","801.79","80179"
801.80,"OPN SKUL BASE FX/HEM NEC","801.80","80180"
801.81,"OPN SKL BASE FX W/O COMA","801.81","80181"
801.82,"OPN SKL BASE FX-BRF COMA","801.82","80182"
801.83,"OPN SKL BASE FX-MOD COMA","801.83","80183"
801.84,"OP SKL BASE FX-PROL COMA","801.84","80184"
801.85,"OP SKL BASE FX-DEEP COMA","801.85","80185"
801.86,"OPN SKL BASE FX-COMA NOS","801.86","80186"
801.89,"OPN SKUL BASE FX-CONCUSS","801.89","80189"
801.90,"OP SK BASE FX/BR INJ NEC","801.90","80190"
801.91,"OP SKUL BASE FX W/O COMA","801.91","80191"
801.92,"OPN SKL BASE FX-BRF COMA","801.92","80192"
801.93,"OPN SKL BASE FX-MOD COMA","801.93","80193"
801.94,"OP SKL BASE FX-PROL COMA","801.94","80194"
801.95,"OP SKL BASE FX-DEEP COMA","801.95","80195"
801.96,"OPN SKL BASE FX-COMA NOS","801.96","80196"
801.99,"OPN SKUL BASE FX-CONCUSS","801.99","80199"
802.00,"NASAL BONE FX-CLOSED","802.0","8020"
802.10,"NASAL BONE FX-OPEN","802.1","8021"
802.20,"MANDIBLE FX NOS-CLOSED","802.20","80220"
802.21,"FX CONDYL PROC MANDIB-CL","802.21","80221"
802.22,"SUBCONDYLAR FX MANDIB-CL","802.22","80222"
802.23,"FX CORON PROC MANDIB-CL","802.23","80223"
802.24,"FX RAMUS NOS-CLOSED","802.24","80224"
802.25,"FX ANGLE OF JAW-CLOSED","802.25","80225"
802.26,"FX SYMPHY MANDIB BODY-CL","802.26","80226"
802.27,"FX ALVEOLAR BORD MAND-CL","802.27","80227"
802.28,"FX MANDIBLE BODY NEC-CL","802.28","80228"
802.29,"MULT FX MANDIBLE-CLOSED","802.29","80229"
802.30,"MANDIBLE FX NOS-OPEN","802.30","80230"
802.31,"FX CONDYL PROC MAND-OPEN","802.31","80231"
802.32,"SUBCONDYL FX MANDIB-OPEN","802.32","80232"
802.33,"FX CORON PROC MANDIB-OPN","802.33","80233"
802.34,"FX RAMUS NOS-OPEN","802.34","80234"
802.35,"FX ANGLE OF JAW-OPEN","802.35","80235"
802.36,"FX SYMPHY MANDIB BDY-OPN","802.36","80236"
802.37,"FX ALV BORD MAND BDY-OPN","802.37","80237"
802.38,"FX MANDIBLE BODY NEC-OPN","802.38","80238"
802.39,"MULT FX MANDIBLE-OPEN","802.39","80239"
802.40,"FX MALAR/MAXILLARY-CLOSE","802.4","8024"
802.50,"FX MALAR/MAXILLARY-OPEN","802.5","8025"
802.60,"FX ORBITAL FLOOR-CLOSED","802.6","8026"
802.70,"FX ORBITAL FLOOR-OPEN","802.7","8027"
802.80,"FX FACIAL BONE NEC-CLOSE","802.8","8028"
802.90,"FX FACIAL BONE NEC-OPEN","802.9","8029"
803.00,"CLOSE SKULL FRACTURE NEC","803.00","80300"
803.01,"CL SKULL FX NEC W/O COMA","803.01","80301"
803.02,"CL SKULL FX NEC-BRF COMA","803.02","80302"
803.03,"CL SKULL FX NEC-MOD COMA","803.03","80303"
803.04,"CL SKL FX NEC-PROLN COMA","803.04","80304"
803.05,"CL SKUL FX NEC-DEEP COMA","803.05","80305"
803.06,"CL SKULL FX NEC-COMA NOS","803.06","80306"
803.09,"CL SKULL FX NEC-CONCUSS","803.09","80309"
803.10,"CL SKL FX NEC/CEREBR LAC","803.10","80310"
803.11,"CL SKULL FX NEC W/O COMA","803.11","80311"
803.12,"CL SKULL FX NEC-BRF COMA","803.12","80312"
803.13,"CL SKULL FX NEC-MOD COMA","803.13","80313"
803.14,"CL SKL FX NEC-PROLN COMA","803.14","80314"
803.15,"CL SKUL FX NEC-DEEP COMA","803.15","80315"
803.16,"CL SKULL FX NEC-COMA NOS","803.16","80316"
803.19,"CL SKULL FX NEC-CONCUSS","803.19","80319"
803.20,"CL SKL FX NEC/MENING HEM","803.20","80320"
803.21,"CL SKULL FX NEC W/O COMA","803.21","80321"
803.22,"CL SKULL FX NEC-BRF COMA","803.22","80322"
803.23,"CL SKULL FX NEC-MOD COMA","803.23","80323"
803.24,"CL SKL FX NEC-PROLN COMA","803.24","80324"
803.25,"CL SKUL FX NEC-DEEP COMA","803.25","80325"
803.26,"CL SKULL FX NEC-COMA NOS","803.26","80326"
803.29,"CL SKULL FX NEC-CONCUSS","803.29","80329"
803.30,"CL SKULL FX NEC/HEM NEC","803.30","80330"
803.31,"CL SKULL FX NEC W/O COMA","803.31","80331"
803.32,"CL SKULL FX NEC-BRF COMA","803.32","80332"
803.33,"CL SKULL FX NEC-MOD COMA","803.33","80333"
803.34,"CL SKL FX NEC-PROLN COMA","803.34","80334"
803.35,"CL SKUL FX NEC-DEEP COMA","803.35","80335"
803.36,"CL SKULL FX NEC-COMA NOS","803.36","80336"
803.39,"CL SKULL FX NEC-CONCUSS","803.39","80339"
803.40,"CL SKL FX NEC/BR INJ NEC","803.40","80340"
803.41,"CL SKULL FX NEC W/O COMA","803.41","80341"
803.42,"CL SKULL FX NEC-BRF COMA","803.42","80342"
803.43,"CL SKULL FX NEC-MOD COMA","803.43","80343"
803.44,"CL SKL FX NEC-PROLN COMA","803.44","80344"
803.45,"CL SKUL FX NEC-DEEP COMA","803.45","80345"
803.46,"CL SKULL FX NEC-COMA NOS","803.46","80346"
803.49,"CL SKULL FX NEC-CONCUSS","803.49","80349"
803.50,"OPEN SKULL FRACTURE NEC","803.50","80350"
803.51,"OPN SKUL FX NEC W/O COMA","803.51","80351"
803.52,"OPN SKUL FX NEC-BRF COMA","803.52","80352"
803.53,"OPN SKUL FX NEC-MOD COMA","803.53","80353"
803.54,"OPN SKL FX NEC-PROL COMA","803.54","80354"
803.55,"OPN SKL FX NEC-DEEP COMA","803.55","80355"
803.56,"OPN SKUL FX NEC-COMA NOS","803.56","80356"
803.59,"OPN SKULL FX NEC-CONCUSS","803.59","80359"
803.60,"OPN SKL FX NEC/CEREB LAC","803.60","80360"
803.61,"OPN SKUL FX NEC W/O COMA","803.61","80361"
803.62,"OPN SKUL FX NEC-BRF COMA","803.62","80362"
803.63,"OPN SKUL FX NEC-MOD COMA","803.63","80363"
803.64,"OPN SKL FX NEC-PROLN COM","803.64","80364"
803.65,"OPN SKL FX NEC-DEEP COMA","803.65","80365"
803.66,"OPN SKUL FX NEC-COMA NOS","803.66","80366"
803.69,"OPN SKULL FX NEC-CONCUSS","803.69","80369"
803.70,"OPN SKL FX NEC/MENIN HEM","803.70","80370"
803.71,"OPN SKUL FX NEC W/O COMA","803.71","80371"
803.72,"OPN SKUL FX NEC-BRF COMA","803.72","80372"
803.73,"OPN SKUL FX NEC-MOD COMA","803.73","80373"
803.74,"OPN SKL FX NEC-PROL COMA","803.74","80374"
803.75,"OPN SKL FX NEC-DEEP COMA","803.75","80375"
803.76,"OPN SKUL FX NEC-COMA NOS","803.76","80376"
803.79,"OPN SKULL FX NEC-CONCUSS","803.79","80379"
803.80,"OPN SKULL FX NEC/HEM NEC","803.80","80380"
803.81,"OPN SKUL FX NEC W/O COMA","803.81","80381"
803.82,"OPN SKUL FX NEC-BRF COMA","803.82","80382"
803.83,"OPN SKUL FX NEC-MOD COMA","803.83","80383"
803.84,"OPN SKL FX NEC-PROL COMA","803.84","80384"
803.85,"OPN SKL FX NEC-DEEP COMA","803.85","80385"
803.86,"OPN SKUL FX NEC-COMA NOS","803.86","80386"
803.89,"OPN SKULL FX NEC-CONCUSS","803.89","80389"
803.90,"OP SKL FX NEC/BR INJ NEC","803.90","80390"
803.91,"OPN SKUL FX NEC W/O COMA","803.91","80391"
803.92,"OPN SKUL FX NEC-BRF COMA","803.92","80392"
803.93,"OPN SKUL FX NEC-MOD COMA","803.93","80393"
803.94,"OPN SKL FX NEC-PROL COMA","803.94","80394"
803.95,"OPN SKL FX NEC-DEEP COMA","803.95","80395"
803.96,"OPN SKUL FX NEC-COMA NOS","803.96","80396"
803.99,"OPN SKULL FX NEC-CONCUSS","803.99","80399"
804.00,"CL SKUL FX W OTH BONE FX","804.00","80400"
804.01,"CL SKL W OTH FX W/O COMA","804.01","80401"
804.02,"CL SKL W OTH FX-BRF COMA","804.02","80402"
804.03,"CL SKL W OTH FX-MOD COMA","804.03","80403"
804.04,"CL SKL/OTH FX-PROLN COMA","804.04","80404"
804.05,"CL SKUL/OTH FX-DEEP COMA","804.05","80405"
804.06,"CL SKL W OTH FX-COMA NOS","804.06","80406"
804.09,"CL SKUL W OTH FX-CONCUSS","804.09","80409"
804.10,"CL SK W OTH FX/CEREB LAC","804.10","80410"
804.11,"CL SKL W OTH FX W/O COMA","804.11","80411"
804.12,"CL SKL W OTH FX-BRF COMA","804.12","80412"
804.13,"CL SKL W OTH FX-MOD COMA","804.13","80413"
804.14,"CL SKL/OTH FX-PROLN COMA","804.14","80414"
804.15,"CL SKUL/OTH FX-DEEP COMA","804.15","80415"
804.16,"CL SKL W OTH FX-COMA NOS","804.16","80416"
804.19,"CL SKUL W OTH FX-CONCUSS","804.19","80419"
804.20,"CL SKL/OTH FX/MENING HEM","804.20","80420"
804.21,"CL SKL W OTH FX W/O COMA","804.21","80421"
804.22,"CL SKL W OTH FX-BRF COMA","804.22","80422"
804.23,"CL SKL W OTH FX-MOD COMA","804.23","80423"
804.24,"CL SKL/OTH FX-PROLN COMA","804.24","80424"
804.25,"CL SKUL/OTH FX-DEEP COMA","804.25","80425"
804.26,"CL SKL W OTH FX-COMA NOS","804.26","80426"
804.29,"CL SKUL W OTH FX-CONCUSS","804.29","80429"
804.30,"CL SKUL W OTH FX/HEM NEC","804.30","80430"
804.31,"CL SKL W OTH FX W/O COMA","804.31","80431"
804.32,"CL SKL W OTH FX-BRF COMA","804.32","80432"
804.33,"CL SKL W OTH FX-MOD COMA","804.33","80433"
804.34,"CL SKL/OTH FX-PROLN COMA","804.34","80434"
804.35,"CL SKUL/OTH FX-DEEP COMA","804.35","80435"
804.36,"CL SKL W OTH FX-COMA NOS","804.36","80436"
804.39,"CL SKUL W OTH FX-CONCUSS","804.39","80439"
804.40,"CL SKL/OTH FX/BR INJ NEC","804.40","80440"
804.41,"CL SKL W OTH FX W/O COMA","804.41","80441"
804.42,"CL SKL W OTH FX-BRF COMA","804.42","80442"
804.43,"CL SKL W OTH FX-MOD COMA","804.43","80443"
804.44,"CL SKL/OTH FX-PROLN COMA","804.44","80444"
804.45,"CL SKUL/OTH FX-DEEP COMA","804.45","80445"
804.46,"CL SKL W OTH FX-COMA NOS","804.46","80446"
804.49,"CL SKUL W OTH FX-CONCUSS","804.49","80449"
804.50,"OPN SKULL FX/OTH BONE FX","804.50","80450"
804.51,"OPN SKUL/OTH FX W/O COMA","804.51","80451"
804.52,"OPN SKUL/OTH FX-BRF COMA","804.52","80452"
804.53,"OPN SKUL/OTH FX-MOD COMA","804.53","80453"
804.54,"OPN SKL/OTH FX-PROL COMA","804.54","80454"
804.55,"OPN SKL/OTH FX-DEEP COMA","804.55","80455"
804.56,"OPN SKUL/OTH FX-COMA NOS","804.56","80456"
804.59,"OPN SKULL/OTH FX-CONCUSS","804.59","80459"
804.60,"OPN SKL/OTH FX/CEREB LAC","804.60","80460"
804.61,"OPN SKUL/OTH FX W/O COMA","804.61","80461"
804.62,"OPN SKUL/OTH FX-BRF COMA","804.62","80462"
804.63,"OPN SKUL/OTH FX-MOD COMA","804.63","80463"
804.64,"OPN SKL/OTH FX-PROL COMA","804.64","80464"
804.65,"OPN SKL/OTH FX-DEEP COMA","804.65","80465"
804.66,"OPN SKUL/OTH FX-COMA NOS","804.66","80466"
804.69,"OPN SKULL/OTH FX-CONCUSS","804.69","80469"
804.70,"OPN SKL/OTH FX/MENIN HEM","804.70","80470"
804.71,"OPN SKUL/OTH FX W/O COMA","804.71","80471"
804.72,"OPN SKUL/OTH FX-BRF COMA","804.72","80472"
804.73,"OPN SKUL/OTH FX-MOD COMA","804.73","80473"
804.74,"OPN SKL/OTH FX-PROL COMA","804.74","80474"
804.75,"OPN SKL/OTH FX-DEEP COMA","804.75","80475"
804.76,"OPN SKUL/OTH FX-COMA NOS","804.76","80476"
804.79,"OPN SKULL/OTH FX-CONCUSS","804.79","80479"
804.80,"OPN SKL W OTH FX/HEM NEC","804.80","80480"
804.81,"OPN SKUL/OTH FX W/O COMA","804.81","80481"
804.82,"OPN SKUL/OTH FX-BRF COMA","804.82","80482"
804.83,"OPN SKUL/OTH FX-MOD COMA","804.83","80483"
804.84,"OPN SKL/OTH FX-PROL COMA","804.84","80484"
804.85,"OPN SKL/OTH FX-DEEP COMA","804.85","80485"
804.86,"OPN SKUL/OTH FX-COMA NOS","804.86","80486"
804.89,"OPN SKULL/OTH FX-CONCUSS","804.89","80489"
804.90,"OP SKL/OTH FX/BR INJ NEC","804.90","80490"
804.91,"OPN SKUL/OTH FX W/O COMA","804.91","80491"
804.92,"OPN SKUL/OTH FX-BRF COMA","804.92","80492"
804.93,"OPN SKUL/OTH FX-MOD COMA","804.93","80493"
804.94,"OPN SKL/OTH FX-PROL COMA","804.94","80494"
804.95,"OPN SKL/OTH FX-DEEP COMA","804.95","80495"
804.96,"OPN SKUL/OTH FX-COMA NOS","804.96","80496"
804.99,"OPN SKULL/OTH FX-CONCUSS","804.99","80499"
805.00,"FX CERVICAL VERT NOS-CL","805.00","80500"
805.01,"FX C1 VERTEBRA-CLOSED","805.01","80501"
805.02,"FX C2 VERTEBRA-CLOSED","805.02","80502"
805.03,"FX C3 VERTEBRA-CLOSED","805.03","80503"
805.04,"FX C4 VERTEBRA-CLOSED","805.04","80504"
805.05,"FX C5 VERTEBRA-CLOSED","805.05","80505"
805.06,"FX C6 VERTEBRA-CLOSED","805.06","80506"
805.07,"FX C7 VERTEBRA-CLOSED","805.07","80507"
805.08,"FX MULT CERVICAL VERT-CL","805.08","80508"
805.10,"FX CERVICAL VERT NOS-OPN","805.10","80510"
805.11,"FX C1 VERTEBRA-OPEN","805.11","80511"
805.12,"FX C2 VERTEBRA-OPEN","805.12","80512"
805.13,"FX C3 VERTEBRA-OPEN","805.13","80513"
805.14,"FX C4 VERTEBRA-OPEN","805.14","80514"
805.15,"FX C5 VERTEBRA-OPEN","805.15","80515"
805.16,"FX C6 VERTEBRA-OPEN","805.16","80516"
805.17,"FX C7 VERTEBRA-OPEN","805.17","80517"
805.18,"FX MLT CERVICAL VERT-OPN","805.18","80518"
805.20,"FX DORSAL VERTEBRA-CLOSE","805.2","8052"
805.30,"FX DORSAL VERTEBRA-OPEN","805.3","8053"
805.40,"FX LUMBAR VERTEBRA-CLOSE","805.4","8054"
805.50,"FX LUMBAR VERTEBRA-OPEN","805.5","8055"
805.60,"FX SACRUM/COCCYX-CLOSED","805.6","8056"
805.70,"FX SACRUM/COCCYX-OPEN","805.7","8057"
805.80,"VERTEBRAL FX NOS-CLOSED","805.8","8058"
805.90,"VERTEBRAL FX NOS-OPEN","805.9","8059"
806.00,"C1-C4 FX-CL/CORD INJ NOS","806.00","80600"
806.01,"C1-C4 FX-CL/COM CORD LES","806.01","80601"
806.02,"C1-C4 FX-CL/ANT CORD SYN","806.02","80602"
806.03,"C1-C4 FX-CL/CEN CORD SYN","806.03","80603"
806.04,"C1-C4 FX-CL/CORD INJ NEC","806.04","80604"
806.05,"C5-C7 FX-CL/CORD INJ NOS","806.05","80605"
806.06,"C5-C7 FX-CL/COM CORD LES","806.06","80606"
806.07,"C5-C7 FX-CL/ANT CORD SYN","806.07","80607"
806.08,"C5-C7 FX-CL/CEN CORD SYN","806.08","80608"
806.09,"C5-C7 FX-CL/CORD INJ NEC","806.09","80609"
806.10,"C1-C4 FX-OP/CORD INJ NOS","806.10","80610"
806.11,"C1-C4 FX-OP/COM CORD LES","806.11","80611"
806.12,"C1-C4 FX-OP/ANT CORD SYN","806.12","80612"
806.13,"C1-C4 FX-OP/CEN CORD SYN","806.13","80613"
806.14,"C1-C4 FX-OP/CORD INJ NEC","806.14","80614"
806.15,"C5-C7 FX-OP/CORD INJ NOS","806.15","80615"
806.16,"C5-C7 FX-OP/COM CORD LES","806.16","80616"
806.17,"C5-C7 FX-OP/ANT CORD SYN","806.17","80617"
806.18,"C5-C7 FX-OP/CEN CORD SYN","806.18","80618"
806.19,"C5-C7 FX-OP/CORD INJ NEC","806.19","80619"
806.20,"T1-T6 FX-CL/CORD INJ NOS","806.20","80620"
806.21,"T1-T6 FX-CL/COM CORD LES","806.21","80621"
806.22,"T1-T6 FX-CL/ANT CORD SYN","806.22","80622"
806.23,"T1-T6 FX-CL/CEN CORD SYN","806.23","80623"
806.24,"T1-T6 FX-CL/CORD INJ NEC","806.24","80624"
806.25,"T7-T12 FX-CL/CRD INJ NOS","806.25","80625"
806.26,"T7-T12 FX-CL/COM CRD LES","806.26","80626"
806.27,"T7-T12 FX-CL/ANT CRD SYN","806.27","80627"
806.28,"T7-T12 FX-CL/CEN CRD SYN","806.28","80628"
806.29,"T7-T12 FX-CL/CRD INJ NEC","806.29","80629"
806.30,"T1-T6 FX-OP/CORD INJ NOS","806.30","80630"
806.31,"T1-T6 FX-OP/COM CORD LES","806.31","80631"
806.32,"T1-T6 FX-OP/ANT CORD SYN","806.32","80632"
806.33,"T1-T6 FX-OP/CEN CORD SYN","806.33","80633"
